1,924
2,705
3,402
4,138
5,245
6,31
7,569
8,365
9,734
10,1541
11,791
12,28
13,733
14,364
15,467
16,23
17,875
18,50
19,146
20,1293
21,116
22,1442
23,55
24,406
25,1519
26,381
27,78
28,1092
29,1526
30,1238
31,1545
32,1041
33,276
34,264
35,1101
36,1271
37,1290
38,574
39,320
40,621
41,447
42,235
43,458
44,401
45,1087
46,243
47,709
48,1639
49,1184
50,347
51,186
52,470
53,148
54,1226
55,803
56,643
57,1198
58,361
59,329
60,384
61,330
62,1511
63,1510
64,218
65,718
66,456
67,688
68,196
69,332
70,1123
71,342
72,497
73,269
74,433
75,957
76,859
77,1273
78,362
79,967
80,573
81,945
82,531
83,1498
84,125
85,313
86,1095
87,997
88,92
89,201
90,191
91,1252
92,530
93,341
94,1634
95,332
96,186
97,319
98,760
99,338
100,559
101,867
102,538
103,978
104,596
105,1103
106,343
107,401
108,48
109,346
110,1063
111,150
112,140
113,329
114,1570
115,1616
116,734
117,138
118,429
119,454
120,11
121,218
122,1057
123,295
124,270
125,429
126,98
127,317
128,901
129,441
130,1635
131,31
132,1159
133,141
134,978
135,442
136,849
137,881
138,1043
139,718
140,331
141,1130
142,50
143,601
144,1505
145,128
146,469
147,328
148,571
149,276
150,393
151,369
152,510
153,1542
154,721
155,867
156,327
157,323
158,667
159,403
160,340
161,192
162,1198
163,429
164,1584
165,721
166,1554
167,1001
168,359
169,956
170,288
171,1301
172,251
173,860
174,1309
175,342
176,631
177,149
178,435
179,485
180,371
181,243
182,366
183,196
184,404
185,688
186,334
187,334
188,347
189,409
190,327
191,1257
192,1498
193,1001
194,408
195,527
196,344
197,922
198,1365
199,1133
200,314
201,655
202,419
203,381
204,868
205,161
206,378
207,347
208,411
209,343
210,1422
211,340
212,277
213,383
214,178
215,1191
216,309
217,705
218,1533
219,260
220,392
221,1191
222,389
223,191
224,721
225,1411
226,214
227,1163
228,327
229,411
230,51
231,302
232,106
233,367
234,675
235,1092
236,386
237,700
238,891
239,1292
240,1063
241,1081
242,314
243,914
244,415
245,389
246,1523
247,405
248,425
249,692
250,1333
251,399
252,1
253,1518
254,342
255,459
256,525
257,826
258,170
259,1149
260,955
261,89
262,361
263,483
264,393
265,853
266,444
267,188
268,435
269,114
270,56
271,1224
272,471
273,401
274,433
275,129
276,675
277,201
278,391
279,311
280,804
