user_id,total_dist,total_calls,avg_dist
5988,4.41826632706,174,0.0255391117171
5989,0,110,0.0
5982,288.882995769,67,4.3770150874
5983,51.2597637923,62,0.840323996595
5980,17.0584987863,94,0.183424718132
5981,39.662653193,62,0.650207429394
5986,6.23062234566,24,0.270896623724
5987,281.507242042,143,1.98244536649
5984,147.470220847,85,1.75559786722
5985,150.253749724,34,4.55314393103
6796,242.708576284,410,0.593419501916
6797,48.6449131464,568,0.0857934976127
6794,105.072869242,288,0.366107558335
6795,96.1315346309,37,2.67032040641
6792,44.0655407573,64,0.699453027894
6793,12.0826404708,65,0.188791257356
6790,447.284604709,105,4.30081350681
6791,75.2315649697,81,0.940394562121
6798,35.5744606176,32,1.14756324573
6799,54.4338834803,119,0.46130409729
6294,13.1649607719,69,0.193602364292
270,218.562221311,120,1.83665732194
271,1178.91998862,137,8.66852932808
272,37.5964413948,172,0.219862230379
273,53.7643631921,260,0.207584413869
274,0,48,0.0
275,1110.49688528,116,9.65649465461
276,36.3707978905,59,0.627082722251
277,134.934809827,131,1.0379600756
278,558.955452358,95,5.94633459955
279,50.4392896219,110,0.462745776348
2143,178.020654067,52,3.49060106014
2142,18.6219338212,205,0.0912839893196
3519,246.976722139,63,3.98349551837
3518,171.149933653,37,4.7541648237
3513,198.07255835,171,1.16513269617
3512,61.6726757756,74,0.844831175008
3511,15.7738461187,64,0.25037850982
3510,7.12518424214,44,0.16570195912
3517,31.2324991654,50,0.637397942151
3516,41.5252719642,40,1.06475056319
3515,30.0620061465,72,0.423408537275
3514,26.6380883757,33,0.832440261742
2688,29.6622975177,39,0.780586776781
2689,37.7663716087,59,0.651144338081
2684,12.5611432416,59,0.216571435201
2685,633.403966177,107,5.97550911488
2686,0,46,0.0
2687,219.513420414,34,6.65192183072
2680,11.1984143379,31,0.37328047793
2681,58.385014092,52,1.14480419788
2682,14.9087985467,41,0.372719963668
2683,18.5073697961,42,0.451399263321
99,264.34646688,42,6.44747480196
98,22.0166687234,71,0.314523838906
91,160.679261664,308,0.523385217146
90,183.988964139,166,1.11508463114
93,13.0136847691,154,0.0850567631969
92,54.3231537899,153,0.35738916967
95,449.095509003,119,3.80589414409
94,49.2752691447,129,0.384963040193
97,238.882194458,153,1.57159338459
96,178.809540986,67,2.70923546949
1177,34.8053467969,148,0.236771066646
1176,71.2366904939,33,2.22614657793
1175,16.8917330825,88,0.194157851523
1174,16.7778010802,55,0.310700020004
1173,122.2054595,300,0.408713911371
1172,99.8134779065,19,5.54519321703
1171,2.12476958739,40,0.0544812714715
1170,109.486669612,146,0.755080480082
1179,134.58148144,102,1.33248991524
1178,192.332184986,30,6.63214430987
7188,31.555908583,64,0.500887437825
876,119.709182792,60,2.02896919987
877,33.085761619,78,0.429685215832
7180,8.05281812777,60,0.136488442844
7181,21.7161385876,35,0.638709958457
7182,24.5679306919,143,0.173013596421
7183,19.3710117976,59,0.333982962027
7184,87.8369892716,118,0.750743498048
3432,37.1780276772,139,0.269405997661
7186,29.9066235288,39,0.787016408653
7187,357.68701617,61,5.96145026951
623,137.331827038,126,1.0986546163
875,8.11948088246,33,0.253733777577
622,16.2055762111,113,0.144692644742
872,1.1590542434,29,0.0413947944072
1225,118.613783848,390,0.304919752822
3435,65.1425815944,65,1.01785283741
620,15.1691057223,53,0.291713571583
870,100.392081131,104,0.974680399329
8019,27.6188480673,92,0.303503824915
8018,170.437269046,128,1.34202574052
8017,15.1865701007,25,0.632773754195
627,112.121956689,81,1.40152445861
8015,240.146136971,223,1.08173935573
871,38.6469828231,35,1.13667596538
8013,146.877073108,228,0.647035564351
8012,24.804268651,53,0.477005166366
8011,6.93119765876,173,0.0402976608067
626,99.4963402067,31,3.31654467356
7456,138.717152692,162,0.861597221689
4592,299.999857916,96,3.15789324122
7454,14.9822211155,101,0.149822211155
7455,274.898308156,76,3.66531077541
7452,33.2294440898,96,0.349783621998
625,12.7264085871,48,0.270774650788
7450,40.7124486019,60,0.690041501728
2036,173.413814602,216,0.806575881868
624,76.0369791778,204,0.374566399891
4590,0,39,0.0
7458,8.33207431527,54,0.157208949345
7459,74.2014509364,72,1.04509085826
4591,0,209,0.0
4596,152.886717902,62,2.50633963773
4849,130.064939871,319,0.409009244878
4594,30.787055451,65,0.481047741421
4595,125.973790301,41,3.14934475753
2749,19.3728565348,51,0.387457130696
4845,1.14190184713,41,0.0285475461781
4598,0,104,0.0
4599,68.9647792074,159,0.436485944351
4734,243.993071581,135,1.82084381777
4735,77.4577115363,442,0.175641069243
2039,0,45,0.0
4843,428.287425764,167,2.58004473352
4738,0,84,0.0
4739,26.534087772,59,0.45748427193
