1,['323' '323' '323' '323' '318' '318' '318'], 1
1,['323' '323' '323' '323'], 3
1,['323' '323' '323' '318'], 1
1,['323' '323'], 4
1,['323' '323' '323' '323' '323' '323' '318' '318' '318'], 1
1,['323' '323' '323' '323' '323' '318' '318' '318' '323'], 1
1,['323' '323' '323' '323' '323' '318' '318' '318'], 1
1,['323' '323' '323' '323' '318' '318' '318' '323' '323' '318'], 1
1,['323' '323' '323' '318' '318'], 1
1,['323' '323' '323' '323' '323' '323'], 1
1,['323' '323' '323' '323' '323' '323' '318' '318' '318' '323'], 1
1,['323' '323' '323' '323' '323' '318'], 1
1,['323' '323' '323' '323' '323' '318' '318'], 1
1,['323'], 4
1,['323' '323' '323' '323' '323' '323' '318'], 1
1,['323' '323' '323' '323' '318'], 1
1,['323' '323' '323' '323' '318' '318' '318' '323'], 1
1,['323' '323' '323' '323' '318' '318' '318' '323' '323'], 1
1,['323' '323' '323'], 4
1,['323' '323' '323' '323' '323'], 2
1,['323' '323' '323' '323' '323' '318' '318' '318' '323' '323'], 1
1,['323' '323' '323' '323' '323' '323' '318' '318'], 1
1,['323' '323' '323' '323' '318' '318'], 1
