1,11177
2,7429
3,10751
4,11888
5,6408
6,6047
7,6065
8,5868
9,3934
10,3474
11,643
12,6315
13,180
14,799
15,1362
16,1441
17,182
18,131
19,3986
20,1730
21,196
22,1240
23,127
24,61
25,4243
26,1405
27,77
28,677
29,156
30,140
31,101
32,333
33,825
34,167
35,326
36,616
37,311
38,717
39,563
40,186
41,337
42,1528
43,270
44,730
45,269
46,452
47,610
48,312
49,529
50,326
51,86
52,273
53,351
54,4098
55,142
56,696
57,354
58,343
59,726
60,121
61,221
62,149
63,119
64,340
65,135
66,127
67,211
68,630
69,432
70,1963
71,1337
72,678
73,4138
74,543
75,10
76,147
77,49
78,206
79,125
80,166
81,660
82,90
83,1207
84,506
85,100
86,127
87,298
88,36
89,581
90,221
91,164
92,183
93,298
94,238
95,198
96,1056
97,448
98,290
99,56
100,3156
101,733
102,101
103,18
104,29
105,16
106,170
107,1516
108,243
109,52
110,150
111,221
112,12
113,43
114,72
115,209
116,1159
117,31
118,259
119,1785
120,716
121,189
122,1479
123,680
