1,13051
2,7058
3,9833
4,7470
5,7661
6,6589
7,6678
8,7146
9,4114
10,3754
11,652
12,6217
13,208
14,845
15,1415
16,1449
17,162
18,139
19,4042
20,1737
21,193
22,1220
23,126
24,64
25,4387
26,1463
27,84
28,615
29,166
30,140
31,90
32,327
33,837
34,171
35,346
36,628
37,275
38,740
39,543
40,194
41,320
42,1553
43,274
44,723
45,266
46,448
47,628
48,346
49,553
50,342
51,84
52,277
53,383
54,4159
55,141
56,674
57,328
58,349
59,694
60,107
61,210
62,149
63,109
64,331
65,121
66,112
67,222
68,650
69,435
70,1880
71,1305
72,670
73,4175
74,532
75,10
76,139
77,46
78,197
79,100
80,166
81,600
82,94
83,1191
84,540
85,92
86,135
87,289
88,30
89,561
90,198
91,157
92,155
93,273
94,245
95,162
96,1061
97,418
98,293
99,81
100,3087
101,643
102,87
103,13
104,23
105,15
106,162
107,1548
108,249
109,47
110,128
111,211
112,11
113,37
114,64
115,198
116,1155
117,34
118,258
119,1765
120,693
121,149
122,1479
123,684
